instrument,direction,entry_date,entry,exit_date,exit,notional_frac,pnl_frac,R,hold_days,exit_reason,cost_frac
GBPUSD=X,SHORT,2024-06-10,1.2729448080062866,2024-06-12,1.274047613143921,0.7977762274582533,-0.0008991826106931837,-0.2854816285353567,2,signal_flip,0.00020803581721882389
GBPUSD=X,LONG,2024-06-12,1.274047613143921,2024-06-21,1.2660471200942993,0.8149615577654379,-0.005402535433787766,-1.7152518248420268,9,signal_flip,0.00028491328894362323
AUDUSD=X,LONG,2024-06-17,0.6612882018089294,2024-06-21,0.6660698652267456,0.552120066167837,0.0037648022392907246,1.195287655260281,4,signal_flip,0.00022748480804388958
AUDUSD=X,SHORT,2024-06-21,0.6660698652267456,2024-06-25,0.6654599905014038,0.5480548699685623,0.0002766300524020339,0.08782731885870572,4,signal_flip,0.00022518639470672455
GBPUSD=X,SHORT,2024-06-21,1.2660471200942993,2024-07-08,1.2806508541107178,0.8445285429069875,-0.010038553595898137,-3.187141960504759,17,resize,0.0002969965763075026
AUDUSD=X,LONG,2024-06-25,0.6654599905014038,2024-06-26,0.6644800901412964,0.5542053257006169,-0.00102308150970163,-0.3248183094742834,1,signal_flip,0.000207005402979846
AUDUSD=X,SHORT,2024-06-26,0.6644800901412964,2024-07-10,0.6741496920585632,0.5636161132841523,-0.008503338101455593,-2.699726151642195,14,signal_flip,0.0003015220794645718
GBPUSD=X,SHORT,2024-07-08,1.2806508541107178,2024-07-11,1.285264492034912,0.981615088090557,-0.003688003210916434,-1.1709047196591091,3,signal_flip,0.00015166340148360354
AUDUSD=X,LONG,2024-07-10,0.6741496920585632,2024-07-12,0.6768500804901123,0.6726608163598252,0.0024384828450302646,0.7741943021096803,2,signal_flip,0.0002559417141618628
GBPUSD=X,LONG,2024-07-11,1.285264492034912,2024-08-07,1.2684721946716309,0.965911125502556,-0.013175389467667468,-4.183056474944136,27,signal_flip,0.0005555225480887238
AUDUSD=X,SHORT,2024-07-12,0.6768500804901123,2024-07-15,0.6771998405456543,0.6746010463088978,-0.0006132361549311285,-0.19469644330814903,3,signal_flip,0.0002646382804138449
AUDUSD=X,LONG,2024-07-15,0.6771998405456543,2024-10-07,0.6800592541694641,0.6775375361772301,0.0020039734089306845,0.6362418328820323,84,resize,0.0008568661034157974
EURUSD=X,SHORT,2024-07-29,1.0853756666183472,2024-08-05,1.0910836458206177,1.0,-0.0054388331824093555,-1.7267760027625383,7,signal_flip,0.00017984371192071607
EURUSD=X,LONG,2024-08-05,1.0910836458206177,2024-11-07,1.073306918144226,0.9158177019827294,-0.01617502334440484,-5.135410706395136,94,signal_flip,0.0012538557953108835
USDJPY=X,SHORT,2024-08-05,145.58399963378906,2024-08-06,145.7899932861328,0.46230051618730295,-0.0007234201248998326,-0.22967876926850903,1,signal_flip,6.928936843365439e-05
