pair,family,params,train_sharpe,train_ret,train_dd,train_trades,train_wr,oos_sharpe,oos_ret,oos_dd,oos_trades,oos_wr
USDJPY,vol_break,"{""hold"": 5, ""k"": 1.0}",-0.583,-23.54,-26.69,148,41.7,-0.768,-21.82,-25.21,80,41.7
USDJPY,vol_break,"{""hold"": 10, ""k"": 1.0}",-0.357,-18.85,-25.32,131,45.8,0.044,0.11,-13.97,69,47.9
USDJPY,vol_break,"{""hold"": 3, ""k"": 1.5}",-0.652,-11.22,-16.05,37,32.2,0.103,1.24,-5.56,22,40.4
USDJPY,vol_break,"{""hold"": 5, ""k"": 1.5}",-0.631,-13.03,-18.64,37,36.0,0.032,0.23,-6.4,22,43.0
USDJPY,vol_break,"{""hold"": 10, ""k"": 1.5}",-0.374,-11.44,-19.16,36,43.0,0.549,11.5,-5.24,21,50.2
USDJPY,vol_break,"{""hold"": 3, ""k"": 2.0}",-0.013,-0.17,-2.48,7,40.0,-0.158,-1.31,-4.43,5,32.0
USDJPY,vol_break,"{""hold"": 5, ""k"": 2.0}",-0.029,-0.38,-3.55,7,40.8,-0.313,-2.79,-3.81,5,34.3
USDJPY,vol_break,"{""hold"": 10, ""k"": 2.0}",-0.139,-1.98,-6.0,7,39.3,-0.091,-1.01,-3.71,5,43.3
USDJPY,momentum,"{""hold"": 5, ""look"": 10}",-0.531,-30.5,-37.56,299,48.2,0.61,29.91,-14.13,152,51.8
USDJPY,momentum,"{""hold"": 10, ""look"": 10}",-0.453,-26.98,-31.03,299,49.0,-0.55,-24.5,-28.32,152,49.4
USDJPY,momentum,"{""hold"": 20, ""look"": 10}",-0.67,-36.33,-39.36,298,46.3,-0.047,-4.48,-18.71,153,51.0
USDJPY,momentum,"{""hold"": 5, ""look"": 20}",-0.657,-35.85,-39.09,216,46.9,-0.309,-15.47,-18.39,104,50.0
USDJPY,momentum,"{""hold"": 10, ""look"": 20}",-0.297,-19.32,-29.57,216,48.5,-0.384,-18.39,-23.25,105,49.3
USDJPY,momentum,"{""hold"": 20, ""look"": 20}",0.006,-2.16,-19.69,214,48.9,-0.165,-9.58,-30.69,107,51.1
USDJPY,momentum,"{""hold"": 5, ""look"": 60}",0.087,3.01,-21.9,106,48.8,0.303,12.54,-16.39,64,51.6
USDJPY,momentum,"{""hold"": 10, ""look"": 60}",-0.049,-5.53,-24.17,106,48.4,0.472,21.77,-11.03,62,52.4
USDJPY,momentum,"{""hold"": 20, ""look"": 60}",0.127,5.66,-24.81,106,49.7,-0.202,-11.15,-27.95,55,50.9
USDJPY,momentum,"{""hold"": 5, ""look"": 120}",-0.274,-17.57,-28.03,42,48.7,-0.139,-8.49,-28.53,46,52.4
USDJPY,momentum,"{""hold"": 10, ""look"": 120}",-0.137,-10.26,-21.63,42,49.5,-0.281,-14.35,-33.17,46,51.8
USDJPY,momentum,"{""hold"": 20, ""look"": 120}",-0.337,-20.47,-34.73,42,49.1,-0.536,-23.99,-40.75,44,51.2
AUDUSD,donchian,"{""n"": 10}",0.099,3.95,-29.48,42,50.9,-0.755,-32.73,-37.96,38,48.1
AUDUSD,donchian,"{""n"": 20}",0.032,-1.2,-31.16,26,50.7,-1.191,-45.67,-47.3,26,46.1
AUDUSD,donchian,"{""n"": 40}",-0.499,-33.85,-53.49,20,48.5,-1.107,-43.41,-46.46,16,47.1
AUDUSD,donchian,"{""n"": 55}",-0.722,-44.09,-58.45,18,48.0,-0.746,-32.46,-40.17,12,47.4
AUDUSD,donchian,"{""n"": 80}",-0.293,-22.62,-40.77,10,50.3,-1.056,-41.98,-49.1,9,47.2
AUDUSD,ma_cross,"{""fast"": 5, ""slow"": 20}",-0.133,-12.85,-40.81,108,49.2,-0.391,-19.6,-36.64,73,48.1
AUDUSD,ma_cross,"{""fast"": 10, ""slow"": 50}",-0.206,-17.53,-39.75,50,48.9,-0.923,-38.05,-40.16,38,47.3
AUDUSD,ma_cross,"{""fast"": 20, ""slow"": 100}",-0.348,-25.66,-41.25,30,49.7,-0.682,-30.3,-35.36,18,48.1
AUDUSD,ma_cross,"{""fast"": 50, ""slow"": 200}",-0.277,-20.97,-32.87,8,50.4,-0.564,-26.13,-34.4,7,48.7
AUDUSD,ma_cross,"{""fast"": 10, ""slow"": 100}",-0.287,-22.16,-32.98,36,49.7,-0.575,-26.54,-35.29,28,47.3
AUDUSD,ma_cross,"{""fast"": 20, ""slow"": 50}",-0.184,-16.15,-34.84,45,49.4,-0.852,-35.88,-37.98,32,48.0
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 2}",-0.12,-4.92,-13.78,81,44.2,-0.208,-6.12,-16.62,69,42.7
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 2}",-0.04,-2.61,-15.33,67,46.6,-0.141,-5.13,-16.46,51,45.6
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 2}",-0.113,-8.99,-27.34,226,46.4,0.134,3.75,-14.48,149,45.9
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 2}",0.145,7.18,-23.97,190,49.0,0.187,6.38,-15.46,120,47.9
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 20, ""n"": 2}",-0.168,-8.48,-24.65,111,44.5,-0.503,-14.34,-22.32,79,41.6
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 2}",-0.044,-3.93,-26.88,86,46.9,-0.35,-11.93,-20.98,60,44.3
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 2}",-0.179,-14.02,-32.89,298,47.0,-0.326,-14.95,-21.71,181,45.7
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 2}",0.156,8.3,-19.86,265,49.8,-0.225,-12.0,-21.08,159,47.4
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.287,-14.83,-25.54,130,44.0,-0.242,-9.72,-19.23,87,43.3
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 2}",-0.172,-11.18,-29.04,102,46.4,-0.294,-12.77,-21.66,64,45.3
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.399,-27.56,-38.16,376,46.7,0.295,12.02,-15.67,235,48.6
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 2}",-0.284,-21.9,-31.97,350,48.6,0.11,2.83,-15.5,216,49.5
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.387,9.15,-4.84,37,45.5,-0.297,-3.38,-8.99,19,38.2
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 5}",0.359,9.81,-4.2,35,47.3,-0.405,-5.85,-13.14,19,39.8
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 5}",-0.163,-8.62,-20.6,122,42.8,0.365,8.33,-6.28,61,43.4
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 5}",-0.016,-2.58,-18.73,112,46.5,0.486,14.18,-6.53,60,45.5
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 20, ""n"": 5}",0.242,7.83,-9.88,68,45.0,-0.522,-10.02,-19.02,44,41.5
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 5}",0.376,14.93,-9.93,64,47.5,-0.315,-7.84,-18.6,43,43.1
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 5}",-0.267,-16.74,-24.07,185,44.6,0.435,14.99,-11.2,113,45.4
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 5}",0.094,3.46,-14.86,160,48.5,0.432,17.09,-12.11,106,47.2
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 5}",-0.042,-3.0,-10.26,84,45.1,-0.467,-12.2,-22.88,61,41.4
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 5}",-0.04,-3.44,-13.09,73,46.3,-0.44,-13.54,-26.84,52,43.8
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 5}",-0.515,-31.94,-34.98,212,46.1,0.228,8.04,-13.76,140,46.8
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 5}",-0.374,-26.32,-31.17,184,48.1,0.328,13.55,-16.4,124,49.1
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 14}",0.018,-0.02,-6.78,30,42.6,0.403,5.8,-2.85,20,48.9
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 14}",0.184,5.34,-7.56,28,46.6,0.53,9.51,-4.38,19,51.4
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 14}",0.482,11.96,-6.87,31,46.3,-0.165,-2.5,-5.77,16,40.9
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.475,13.25,-7.57,27,45.7,0.21,3.41,-5.42,15,43.0
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 14}",0.109,3.83,-12.89,81,45.8,0.284,7.43,-10.89,45,47.3
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.051,0.92,-15.7,73,45.9,0.572,18.8,-10.33,41,49.2
AUDUSD,vol_break,"{""hold"": 3, ""k"": 0.5}",-0.721,-42.02,-49.43,436,43.8,-1.112,-40.69,-44.79,256,44.5
AUDUSD,vol_break,"{""hold"": 5, ""k"": 0.5}",-0.76,-45.2,-53.77,401,45.7,-1.006,-39.4,-44.14,236,46.7
AUDUSD,vol_break,"{""hold"": 10, ""k"": 0.5}",-0.755,-45.64,-55.58,383,46.5,-0.986,-39.91,-45.66,221,48.1
AUDUSD,vol_break,"{""hold"": 3, ""k"": 1.0}",-0.02,-1.77,-11.98,130,40.3,-0.829,-20.15,-24.96,84,39.7
AUDUSD,vol_break,"{""hold"": 5, ""k"": 1.0}",-0.049,-3.58,-13.29,123,43.4,-1.016,-26.89,-31.58,84,42.2
AUDUSD,vol_break,"{""hold"": 10, ""k"": 1.0}",-0.118,-8.75,-19.21,109,45.7,-0.719,-24.71,-28.96,72,44.9
AUDUSD,vol_break,"{""hold"": 3, ""k"": 1.5}",0.401,7.56,-3.95,18,45.6,-0.887,-8.57,-9.42,8,30.0
AUDUSD,vol_break,"{""hold"": 5, ""k"": 1.5}",0.135,2.58,-5.95,18,45.8,-0.898,-9.52,-10.98,8,35.7
AUDUSD,vol_break,"{""hold"": 10, ""k"": 1.5}",-0.376,-10.43,-11.22,18,43.1,-0.801,-10.0,-12.16,8,39.6
AUDUSD,momentum,"{""hold"": 5, ""look"": 10}",-0.662,-41.76,-55.76,272,47.5,0.005,-2.3,-22.79,189,48.2
AUDUSD,momentum,"{""hold"": 10, ""look"": 10}",-0.323,-24.62,-38.25,272,50.1,-0.462,-22.38,-30.18,189,47.7
AUDUSD,momentum,"{""hold"": 20, ""look"": 10}",-0.48,-33.03,-46.64,269,48.3,-0.157,-9.77,-22.59,192,48.7
AUDUSD,momentum,"{""hold"": 5, ""look"": 20}",-0.262,-21.0,-31.53,212,49.4,-0.54,-25.28,-33.45,125,47.7
AUDUSD,momentum,"{""hold"": 10, ""look"": 20}",-0.245,-19.98,-33.2,211,48.2,-0.343,-17.65,-31.7,126,49.2
AUDUSD,momentum,"{""hold"": 20, ""look"": 20}",-0.159,-14.56,-31.83,211,48.8,-0.668,-29.83,-32.3,126,47.4
AUDUSD,momentum,"{""hold"": 5, ""look"": 60}",-0.303,-23.37,-37.39,126,49.3,-0.418,-20.67,-31.5,83,48.7
AUDUSD,momentum,"{""hold"": 10, ""look"": 60}",-0.602,-38.84,-43.38,125,49.0,-0.548,-25.58,-37.48,85,48.4
AUDUSD,momentum,"{""hold"": 20, ""look"": 60}",-0.465,-32.05,-40.61,125,49.9,0.286,12.13,-17.08,83,49.9
AUDUSD,momentum,"{""hold"": 5, ""look"": 120}",0.032,-1.13,-32.02,90,50.2,-0.219,-12.5,-27.05,67,48.4
AUDUSD,momentum,"{""hold"": 10, ""look"": 120}",0.07,1.69,-22.3,90,50.5,-0.568,-26.26,-35.54,67,48.7
AUDUSD,momentum,"{""hold"": 20, ""look"": 120}",-0.171,-14.86,-33.31,90,50.2,-0.229,-12.94,-23.46,67,49.8
