pair,family,params,train_sharpe,train_ret,train_dd,train_trades,train_wr,oos_sharpe,oos_ret,oos_dd,oos_trades,oos_wr,K_configs_tried,control_oos_p95,control_oos_best,control_oos_median,beats_noise,train_oos_decay,verdict,rank_by_oos,usdjpy_buyhold_oos_sharpe,beats_buyhold,train_oos_corr_all_K,expected_above_p95_by_chance,observed_above_p95,notes
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 2}",-0.093,-4.84,-18.51,96,42.3,-0.794,-16.57,-20.2,71,41.8,258,0.514,0.905,-0.225,False,0.701,NOISE,231,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.118,-7.63,-22.78,132,43.5,-0.827,-20.78,-22.1,87,42.9,258,0.514,0.905,-0.225,False,0.709,NOISE,232,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 3, ""k"": 1.0}",-0.039,-2.54,-11.56,131,40.9,-0.833,-20.25,-25.03,84,39.3,258,0.514,0.905,-0.225,False,0.794,NOISE,233,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 3, ""k"": 0.5}",-0.473,-26.22,-33.0,436,44.6,-0.857,-32.78,-39.32,247,45.0,258,0.514,0.905,-0.225,False,0.384,NOISE,234,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 3, ""k"": 1.5}",0.395,7.43,-3.93,18,45.6,-0.88,-8.5,-9.38,8,30.0,258,0.514,0.905,-0.225,False,1.275,NOISE,235,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 2}",0.013,-0.5,-9.31,63,47.6,-0.884,-22.37,-26.04,47,43.0,258,0.514,0.905,-0.225,False,0.897,NOISE,236,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 5, ""k"": 1.5}",0.127,2.4,-6.07,18,45.8,-0.888,-9.42,-10.91,8,35.7,258,0.514,0.905,-0.225,False,1.015,NOISE,237,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 10, ""k"": 0.5}",-0.583,-32.71,-39.87,394,46.0,-0.89,-35.6,-42.1,220,47.8,258,0.514,0.905,-0.225,False,0.307,NOISE,238,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 2}",0.073,2.08,-16.04,81,47.7,-0.894,-25.24,-29.48,57,42.6,258,0.514,0.905,-0.225,False,0.967,NOISE,239,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,donchian,"{""n"": 10}",-0.114,-11.54,-40.28,44,50.1,-0.901,-37.37,-40.51,40,47.6,258,0.514,0.905,-0.225,False,0.787,NOISE,240,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,donchian,"{""n"": 55}",-0.748,-45.18,-59.61,18,48.0,-0.938,-38.51,-44.12,12,47.4,258,0.514,0.905,-0.225,False,0.19,NOISE,241,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 5, ""k"": 0.5}",-0.575,-31.78,-39.3,412,45.2,-0.963,-36.92,-43.46,234,46.4,258,0.514,0.905,-0.225,False,0.388,NOISE,242,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 10, ""k"": 0.5}",-0.707,-43.66,-53.13,385,46.9,-0.972,-39.48,-45.27,221,48.1,258,0.514,0.905,-0.225,False,0.265,NOISE,243,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 5, ""k"": 0.5}",-0.705,-42.88,-51.54,402,46.1,-0.978,-38.66,-43.46,235,46.9,258,0.514,0.905,-0.225,False,0.273,NOISE,244,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 5}",-0.414,-20.83,-27.48,194,44.0,-1.019,-33.34,-40.13,112,41.1,258,0.514,0.905,-0.225,False,0.605,NOISE,245,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 5, ""k"": 1.0}",-0.051,-3.66,-13.49,124,44.1,-1.022,-27.02,-31.59,84,41.7,258,0.514,0.905,-0.225,False,0.971,NOISE,246,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,donchian,"{""n"": 40}",-0.556,-36.63,-52.95,20,48.3,-1.046,-41.68,-46.45,16,46.8,258,0.514,0.905,-0.225,False,0.49,NOISE,247,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 5}",-0.222,-13.66,-22.31,173,47.3,-1.072,-36.67,-44.45,97,43.4,258,0.514,0.905,-0.225,False,0.85,NOISE,248,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,vol_break,"{""hold"": 3, ""k"": 0.5}",-0.694,-40.86,-48.88,438,44.2,-1.097,-40.37,-44.49,256,44.8,258,0.514,0.905,-0.225,False,0.403,NOISE,249,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,donchian,"{""n"": 80}",-0.328,-24.63,-42.76,10,50.1,-1.125,-43.89,-49.44,11,46.9,258,0.514,0.905,-0.225,False,0.797,NOISE,250,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,vol_break,"{""hold"": 10, ""k"": 0.5}",-0.711,-36.94,-38.71,382,47.1,-1.153,-34.75,-37.96,222,46.2,258,0.514,0.905,-0.225,False,0.442,NOISE,251,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,ma_cross,"{""fast"": 20, ""slow"": 50}",-0.266,-21.2,-38.83,42,49.0,-1.168,-45.05,-46.76,30,46.8,258,0.514,0.905,-0.225,False,0.902,NOISE,252,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,vol_break,"{""hold"": 5, ""k"": 0.5}",-0.636,-33.31,-37.43,397,46.3,-1.197,-34.99,-38.52,235,45.0,258,0.514,0.905,-0.225,False,0.561,NOISE,253,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,vol_break,"{""hold"": 3, ""k"": 0.5}",-0.659,-32.65,-36.95,433,44.2,-1.232,-34.16,-37.58,261,42.0,258,0.514,0.905,-0.225,False,0.573,NOISE,254,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 5, ""k"": 0.5}",-0.548,-33.86,-38.41,369,46.2,-1.233,-39.07,-41.12,245,46.0,258,0.514,0.905,-0.225,False,0.685,NOISE,255,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,donchian,"{""n"": 20}",-0.016,-4.73,-36.04,26,50.6,-1.284,-48.06,-49.69,26,46.3,258,0.514,0.905,-0.225,False,1.268,NOISE,256,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 10, ""k"": 0.5}",-0.622,-37.9,-42.57,352,47.3,-1.302,-41.3,-42.97,235,46.9,258,0.514,0.905,-0.225,False,0.68,NOISE,257,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 3, ""k"": 0.5}",-0.596,-34.56,-37.66,407,44.1,-1.434,-42.22,-44.0,266,43.5,258,0.514,0.905,-0.225,False,0.838,NOISE,258,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
