pair,family,params,train_sharpe,train_ret,train_dd,train_trades,train_wr,oos_sharpe,oos_ret,oos_dd,oos_trades,oos_wr,K_configs_tried,control_oos_p95,control_oos_best,control_oos_median,beats_noise,train_oos_decay,verdict,rank_by_oos,usdjpy_buyhold_oos_sharpe,beats_buyhold,train_oos_corr_all_K,expected_above_p95_by_chance,observed_above_p95,notes
USDJPY,vol_break,"{""hold"": 5, ""k"": 1.5}",-0.645,-13.28,-19.03,38,36.6,0.05,0.53,-6.23,22,43.7,258,0.514,0.905,-0.225,False,-0.695,NOISE,80,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,ma_cross,"{""fast"": 10, ""slow"": 100}",0.007,-2.73,-23.54,26,51.8,0.05,0.26,-16.52,20,50.6,258,0.514,0.905,-0.225,False,-0.043,NOISE,80,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.185,4.67,-7.27,30,43.7,0.022,0.08,-10.64,12,43.2,258,0.514,0.905,-0.225,False,0.163,NOISE,82,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,ma_cross,"{""fast"": 5, ""slow"": 20}",-0.828,-41.28,-52.87,144,48.0,0.015,-0.83,-10.18,67,48.3,258,0.514,0.905,-0.225,False,-0.843,NOISE,83,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 14}",-0.515,-5.77,-8.67,7,36.4,0.012,0.0,-4.68,7,37.3,258,0.514,0.905,-0.225,False,-0.527,NOISE,84,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 10, ""look"": 10}",-0.414,-25.15,-29.49,296,49.2,-0.012,-2.9,-13.88,147,51.0,258,0.514,0.905,-0.225,False,-0.402,NOISE,85,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 5, ""look"": 120}",-0.303,-19.02,-36.32,80,48.9,-0.013,-2.91,-30.68,18,53.4,258,0.514,0.905,-0.225,False,-0.29,NOISE,86,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,ma_cross,"{""fast"": 10, ""slow"": 50}",-0.037,-4.57,-28.99,54,49.7,-0.028,-2.37,-12.58,32,46.9,258,0.514,0.905,-0.225,False,-0.009,NOISE,87,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 2}",-0.388,-27.64,-35.91,342,48.2,-0.033,-3.98,-16.94,208,48.4,258,0.514,0.905,-0.225,False,-0.355,NOISE,88,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 14}",0.336,8.2,-5.51,32,45.1,-0.047,-0.8,-9.33,13,39.8,258,0.514,0.905,-0.225,False,0.383,NOISE,89,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 5}",0.263,10.43,-12.31,98,48.7,-0.058,-1.92,-17.38,59,43.7,258,0.514,0.905,-0.225,False,0.321,NOISE,90,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,donchian,"{""n"": 55}",0.416,26.92,-15.28,8,50.3,-0.061,-5.07,-28.31,10,51.9,258,0.514,0.905,-0.225,False,0.477,NOISE,91,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.025,0.25,-5.26,23,43.2,-0.066,-1.09,-4.97,21,45.8,258,0.514,0.905,-0.225,False,0.091,NOISE,92,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 14}",-0.107,-2.23,-7.3,26,41.7,-0.068,-0.95,-3.99,22,46.9,258,0.514,0.905,-0.225,False,-0.039,NOISE,93,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,ma_cross,"{""fast"": 10, ""slow"": 100}",-0.408,-23.66,-40.27,36,49.5,-0.069,-3.81,-18.72,20,47.4,258,0.514,0.905,-0.225,False,-0.339,NOISE,94,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,donchian,"{""n"": 80}",0.159,7.65,-16.58,6,49.8,-0.098,-6.73,-33.46,6,53.6,258,0.514,0.905,-0.225,False,0.257,NOISE,95,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 2}",-0.722,-35.56,-37.04,239,46.8,-0.099,-4.64,-17.34,146,47.1,258,0.514,0.905,-0.225,False,-0.623,NOISE,96,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,ma_cross,"{""fast"": 20, ""slow"": 100}",0.164,8.77,-15.13,16,52.1,-0.1,-5.57,-18.97,16,51.0,258,0.514,0.905,-0.225,False,0.264,NOISE,97,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 10, ""k"": 2.0}",-0.151,-2.14,-6.15,7,39.3,-0.107,-1.17,-3.72,5,43.3,258,0.514,0.905,-0.225,False,-0.044,NOISE,98,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 5}",-0.24,-15.28,-26.64,186,44.5,-0.111,-4.33,-12.9,111,43.3,258,0.514,0.905,-0.225,False,-0.129,NOISE,99,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,donchian,"{""n"": 10}",-1.137,-57.13,-59.52,61,46.7,-0.113,-6.04,-20.83,33,49.3,258,0.514,0.905,-0.225,False,-1.024,NOISE,100,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 5}",0.188,4.77,-10.49,36,46.2,-0.122,-2.51,-10.03,17,47.0,258,0.514,0.905,-0.225,False,0.31,NOISE,101,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,momentum,"{""hold"": 20, ""look"": 120}",0.078,2.3,-20.41,86,50.2,-0.127,-8.47,-25.43,73,50.5,258,0.514,0.905,-0.225,False,0.205,NOISE,102,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 5, ""look"": 60}",-0.116,-10.94,-26.05,98,51.3,-0.148,-7.34,-19.82,84,49.3,258,0.514,0.905,-0.225,False,0.032,NOISE,103,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 5, ""k"": 1.5}",-0.213,-7.08,-12.95,28,42.8,-0.153,-2.29,-10.21,16,43.8,258,0.514,0.905,-0.225,False,-0.06,NOISE,104,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 20, ""look"": 10}",-0.534,-30.56,-38.78,295,47.0,-0.153,-9.1,-18.06,148,50.5,258,0.514,0.905,-0.225,False,-0.381,NOISE,104,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,momentum,"{""hold"": 5, ""look"": 120}",0.054,0.49,-27.9,86,49.9,-0.156,-9.72,-21.39,73,48.8,258,0.514,0.905,-0.225,False,0.21,NOISE,106,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 20, ""look"": 20}",-0.198,-14.05,-28.74,225,48.3,-0.156,-9.22,-33.19,114,50.8,258,0.514,0.905,-0.225,False,-0.042,NOISE,106,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 10, ""look"": 120}",-0.308,-19.23,-33.68,80,48.9,-0.166,-9.63,-36.42,18,53.4,258,0.514,0.905,-0.225,False,-0.142,NOISE,108,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 3, ""k"": 2.0}",-0.019,-0.23,-2.64,7,40.0,-0.167,-1.37,-4.36,5,32.0,258,0.514,0.905,-0.225,False,0.148,NOISE,109,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 5, ""k"": 1.0}",-0.558,-25.16,-27.28,133,41.9,-0.175,-5.07,-15.2,80,44.3,258,0.514,0.905,-0.225,False,-0.383,NOISE,110,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 20, ""look"": 10}",-0.407,-27.65,-47.88,300,49.7,-0.178,-8.5,-18.93,160,51.0,258,0.514,0.905,-0.225,False,-0.229,NOISE,111,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,vol_break,"{""hold"": 5, ""k"": 1.5}",-0.388,-8.85,-11.03,35,37.9,-0.178,-2.32,-6.43,19,41.4,258,0.514,0.905,-0.225,False,-0.21,NOISE,111,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 2}",-0.45,-23.67,-24.64,174,46.5,-0.186,-7.22,-16.55,97,45.3,258,0.514,0.905,-0.225,False,-0.264,NOISE,113,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 5}",-0.106,-8.92,-21.07,162,47.6,-0.188,-7.41,-13.75,97,45.3,258,0.514,0.905,-0.225,False,0.082,NOISE,114,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,ma_cross,"{""fast"": 20, ""slow"": 100}",-0.209,-13.93,-31.91,24,49.4,-0.192,-7.97,-22.31,18,47.3,258,0.514,0.905,-0.225,False,-0.017,NOISE,115,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 14}",-0.006,-0.36,-12.89,22,42.8,-0.197,-4.33,-13.12,13,46.1,258,0.514,0.905,-0.225,False,0.191,NOISE,116,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,donchian,"{""n"": 40}",0.016,-2.09,-27.92,12,50.9,-0.197,-9.18,-20.26,16,49.5,258,0.514,0.905,-0.225,False,0.213,NOISE,116,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 2}",-0.373,-22.51,-36.49,214,45.5,-0.216,-10.06,-19.77,144,45.4,258,0.514,0.905,-0.225,False,-0.157,NOISE,118,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,ma_cross,"{""fast"": 50, ""slow"": 200}",-0.426,-24.08,-33.88,12,48.6,-0.219,-11.86,-35.61,6,53.7,258,0.514,0.905,-0.225,False,-0.207,NOISE,119,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 5, ""look"": 60}",-0.158,-11.36,-31.43,143,49.7,-0.223,-8.99,-19.32,78,47.1,258,0.514,0.905,-0.225,False,0.065,NOISE,120,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.235,-10.05,-17.75,128,43.7,-0.227,-6.6,-15.42,85,42.1,258,0.514,0.905,-0.225,False,-0.008,NOISE,121,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 5}",0.608,26.9,-9.48,70,48.5,-0.237,-6.24,-17.68,44,42.5,258,0.514,0.905,-0.225,False,0.845,NOISE,122,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 14}",-0.027,-0.67,-10.5,25,42.4,-0.247,-4.96,-12.72,13,45.4,258,0.514,0.905,-0.225,False,0.22,NOISE,123,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.043,0.7,-11.04,109,42.5,-0.249,-7.24,-14.64,64,40.3,258,0.514,0.905,-0.225,False,0.292,NOISE,124,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 5}",-0.036,-1.92,-8.92,70,47.4,-0.251,-4.62,-14.48,41,42.8,258,0.514,0.905,-0.225,False,0.215,NOISE,125,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 2}",-0.119,-10.49,-34.03,174,48.3,-0.254,-12.59,-19.31,117,46.6,258,0.514,0.905,-0.225,False,0.135,NOISE,126,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,momentum,"{""hold"": 20, ""look"": 10}",-0.431,-30.44,-43.86,282,48.5,-0.259,-14.18,-26.01,195,48.3,258,0.514,0.905,-0.225,False,-0.172,NOISE,127,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 5, ""look"": 20}",-0.984,-47.88,-51.83,227,46.9,-0.26,-13.52,-24.39,112,51.1,258,0.514,0.905,-0.225,False,-0.724,NOISE,128,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 5, ""look"": 10}",-0.521,-29.13,-46.78,294,49.2,-0.26,-10.18,-12.04,165,46.6,258,0.514,0.905,-0.225,False,-0.261,NOISE,128,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 5}",-0.332,-12.78,-24.86,106,41.9,-0.263,-8.83,-25.86,59,45.4,258,0.514,0.905,-0.225,False,-0.069,NOISE,130,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 20, ""look"": 10}",-0.012,-3.07,-27.03,287,49.3,-0.264,-10.3,-18.56,171,46.8,258,0.514,0.905,-0.225,False,0.252,NOISE,131,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 3, ""k"": 1.5}",0.257,4.82,-5.1,28,39.4,-0.276,-3.44,-10.79,16,38.8,258,0.514,0.905,-0.225,False,0.533,NOISE,132,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 2}",-0.312,-21.92,-30.53,249,46.8,-0.278,-11.52,-18.17,154,47.9,258,0.514,0.905,-0.225,False,-0.034,NOISE,133,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 5, ""look"": 20}",-0.387,-26.71,-33.67,176,48.7,-0.281,-12.16,-17.94,107,48.2,258,0.514,0.905,-0.225,False,-0.106,NOISE,134,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,ma_cross,"{""fast"": 50, ""slow"": 200}",-0.255,-19.69,-35.72,10,50.3,-0.281,-15.13,-25.04,13,49.9,258,0.514,0.905,-0.225,False,0.026,NOISE,134,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,momentum,"{""hold"": 10, ""look"": 20}",-0.107,-11.08,-27.66,194,48.8,-0.283,-15.19,-29.45,130,49.7,258,0.514,0.905,-0.225,False,0.176,NOISE,136,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 5, ""look"": 120}",-0.21,-13.86,-33.66,44,50.3,-0.289,-11.11,-24.87,47,47.0,258,0.514,0.905,-0.225,False,0.079,NOISE,137,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,vol_break,"{""hold"": 3, ""k"": 1.5}",-0.464,-8.84,-10.58,35,35.5,-0.29,-3.18,-6.22,19,38.9,258,0.514,0.905,-0.225,False,-0.174,NOISE,138,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 5}",-0.176,-8.84,-15.93,86,44.7,-0.294,-8.45,-18.68,66,41.5,258,0.514,0.905,-0.225,False,0.118,NOISE,139,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 20, ""look"": 20}",-0.493,-32.08,-43.23,175,50.1,-0.31,-13.18,-23.94,104,50.6,258,0.514,0.905,-0.225,False,-0.183,NOISE,140,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 14}",0.032,0.19,-2.07,6,44.9,-0.315,-3.35,-6.47,6,44.4,258,0.514,0.905,-0.225,False,0.347,NOISE,141,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,ma_cross,"{""fast"": 5, ""slow"": 20}",-0.724,-42.46,-48.71,128,47.9,-0.317,-13.45,-23.71,69,48.7,258,0.514,0.905,-0.225,False,-0.407,NOISE,142,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 5, ""k"": 2.0}",-0.038,-0.47,-3.42,7,40.8,-0.324,-2.88,-3.67,5,34.3,258,0.514,0.905,-0.225,False,0.286,NOISE,143,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 10, ""look"": 60}",-0.261,-16.74,-34.37,143,49.9,-0.325,-12.26,-19.5,78,47.7,258,0.514,0.905,-0.225,False,0.064,NOISE,144,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,vol_break,"{""hold"": 10, ""k"": 1.0}",-0.5,-22.3,-37.25,105,43.5,-0.337,-9.99,-14.51,64,43.1,258,0.514,0.905,-0.225,False,-0.163,NOISE,145,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 10, ""look"": 60}",0.004,-2.95,-22.92,98,50.5,-0.337,-14.12,-26.4,82,49.4,258,0.514,0.905,-0.225,False,0.341,NOISE,145,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 3, ""k"": 1.0}",-0.377,-14.27,-20.68,141,39.3,-0.34,-7.76,-13.78,84,39.3,258,0.514,0.905,-0.225,False,-0.037,NOISE,147,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 2}",-0.402,-25.56,-33.36,299,44.4,-0.351,-13.5,-17.48,175,46.0,258,0.514,0.905,-0.225,False,-0.051,NOISE,148,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,momentum,"{""hold"": 5, ""look"": 10}",-0.587,-38.34,-52.29,285,48.0,-0.355,-18.14,-32.96,192,46.7,258,0.514,0.905,-0.225,False,-0.232,NOISE,149,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,donchian,"{""n"": 80}",-0.594,-36.56,-42.41,10,49.8,-0.355,-14.74,-32.1,6,48.7,258,0.514,0.905,-0.225,False,-0.239,NOISE,149,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 20, ""look"": 120}",-0.361,-21.6,-37.44,80,49.4,-0.358,-17.43,-40.57,18,53.0,258,0.514,0.905,-0.225,False,-0.003,NOISE,151,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 20, ""n"": 5}",0.296,10.22,-12.62,75,45.0,-0.359,-7.52,-15.29,45,39.7,258,0.514,0.905,-0.225,False,0.655,NOISE,152,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 20, ""look"": 120}",0.112,4.88,-29.09,58,50.3,-0.36,-14.91,-32.06,69,50.0,258,0.514,0.905,-0.225,False,0.472,NOISE,153,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 2}",-0.186,-14.13,-23.72,169,46.4,-0.366,-13.91,-18.13,100,46.3,258,0.514,0.905,-0.225,False,0.18,NOISE,154,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 14}",-0.279,-7.13,-15.65,26,46.4,-0.375,-7.97,-13.24,20,40.2,258,0.514,0.905,-0.225,False,0.096,NOISE,155,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,ma_cross,"{""fast"": 20, ""slow"": 100}",-0.367,-26.67,-36.85,30,49.5,-0.383,-19.27,-27.51,16,48.2,258,0.514,0.905,-0.225,False,0.016,NOISE,156,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 2}",-0.435,-27.64,-43.62,284,46.3,-0.391,-17.41,-22.92,183,45.7,258,0.514,0.905,-0.225,False,-0.044,NOISE,157,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 5}",-0.272,-12.45,-25.26,91,44.8,-0.402,-13.95,-29.84,55,46.8,258,0.514,0.905,-0.225,False,0.13,NOISE,158,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 5}",0.436,16.04,-7.53,104,48.5,-0.403,-7.99,-18.17,64,40.8,258,0.514,0.905,-0.225,False,0.839,NOISE,159,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
