event_date,release_name,importance,symbol,horizon,session_date,session_weekday,metric,value
2024-05-14,Producer Price Index,0.6,NVDA,2,2024-05-16,Thursday,range_pct,0.018122431777473386
2024-05-14,Producer Price Index,0.6,NVDA,2,2024-05-16,Thursday,realized_vol,0.016470188469409203
2024-05-15,Consumer Price Index,1.0,NVDA,0,2024-05-15,Wednesday,ret,0.023683356764355956
2024-05-15,Consumer Price Index,1.0,NVDA,0,2024-05-15,Wednesday,abs_ret,0.023683356764355956
2024-05-15,Consumer Price Index,1.0,NVDA,0,2024-05-15,Wednesday,range_pct,0.035254677192603064
2024-05-15,Consumer Price Index,1.0,NVDA,0,2024-05-15,Wednesday,realized_vol,0.013832141361684019
2024-05-15,Consumer Price Index,1.0,NVDA,1,2024-05-16,Thursday,ret,-0.005689600674323003
2024-05-15,Consumer Price Index,1.0,NVDA,1,2024-05-16,Thursday,abs_ret,0.005689600674323003
2024-05-15,Consumer Price Index,1.0,NVDA,1,2024-05-16,Thursday,range_pct,0.018122431777473386
2024-05-15,Consumer Price Index,1.0,NVDA,1,2024-05-16,Thursday,realized_vol,0.016470188469409203
2024-05-15,Consumer Price Index,1.0,NVDA,2,2024-05-17,Friday,ret,-0.01992158524954979
2024-05-15,Consumer Price Index,1.0,NVDA,2,2024-05-17,Friday,abs_ret,0.01992158524954979
2024-05-15,Consumer Price Index,1.0,NVDA,2,2024-05-17,Friday,range_pct,0.031048002543181016
2024-05-15,Consumer Price Index,1.0,NVDA,2,2024-05-17,Friday,realized_vol,0.018039422055180963
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-16,Thursday,ret,-0.005689600674323003
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-16,Thursday,abs_ret,0.005689600674323003
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-16,Thursday,range_pct,0.018122431777473386
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-16,Thursday,realized_vol,0.016470188469409203
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-17,Friday,ret,-0.01992158524954979
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-17,Friday,abs_ret,0.01992158524954979
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-17,Friday,range_pct,0.031048002543181016
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-17,Friday,realized_vol,0.018039422055180963
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-20,Monday,ret,0.011519999999999975
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-20,Monday,abs_ret,0.011519999999999975
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-20,Monday,range_pct,0.01877333333333339
2024-05-16,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-20,Monday,realized_vol,0.011128252693198339
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-23,Thursday,ret,0.01754385964912264
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-23,Thursday,abs_ret,0.01754385964912264
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-23,Thursday,range_pct,0.04704498676859744
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-23,Thursday,realized_vol,0.02751237893103481
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-24,Friday,ret,0.019052178075634307
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-24,Friday,abs_ret,0.019052178075634307
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-24,Friday,range_pct,0.033317376735280076
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-24,Friday,realized_vol,0.020115605068292856
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-28,Tuesday,ret,0.03366606170598896
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-28,Tuesday,abs_ret,0.03366606170598896
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-28,Tuesday,range_pct,0.045916515426497294
2024-05-23,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-05-28,Tuesday,realized_vol,0.022734554478599685
2024-05-30,Gross Domestic Product,0.6,NVDA,0,2024-05-30,Thursday,ret,-0.03602267771478418
2024-05-30,Gross Domestic Product,0.6,NVDA,0,2024-05-30,Thursday,abs_ret,0.03602267771478418
2024-05-30,Gross Domestic Product,0.6,NVDA,0,2024-05-30,Thursday,range_pct,0.05372873964238985
2024-05-30,Gross Domestic Product,0.6,NVDA,0,2024-05-30,Thursday,realized_vol,0.02683379420314142
2024-05-30,Gross Domestic Product,0.6,NVDA,1,2024-05-31,Friday,ret,-0.02444444444444449
2024-05-30,Gross Domestic Product,0.6,NVDA,1,2024-05-31,Friday,abs_ret,0.02444444444444449
2024-05-30,Gross Domestic Product,0.6,NVDA,1,2024-05-31,Friday,range_pct,0.051377777777777786
2024-05-30,Gross Domestic Product,0.6,NVDA,1,2024-05-31,Friday,realized_vol,0.0306223662988235
2024-05-30,Gross Domestic Product,0.6,NVDA,2,2024-06-03,Monday,ret,0.012145748987854255
2024-05-30,Gross Domestic Product,0.6,NVDA,2,2024-06-03,Monday,abs_ret,0.012145748987854255
2024-05-30,Gross Domestic Product,0.6,NVDA,2,2024-06-03,Monday,range_pct,0.02640380214750924
2024-05-30,Gross Domestic Product,0.6,NVDA,2,2024-06-03,Monday,realized_vol,0.021930021847417436
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-30,Thursday,ret,-0.03602267771478418
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-30,Thursday,abs_ret,0.03602267771478418
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-30,Thursday,range_pct,0.05372873964238985
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-05-30,Thursday,realized_vol,0.02683379420314142
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-31,Friday,ret,-0.02444444444444449
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-31,Friday,abs_ret,0.02444444444444449
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-31,Friday,range_pct,0.051377777777777786
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-05-31,Friday,realized_vol,0.0306223662988235
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-03,Monday,ret,0.012145748987854255
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-03,Monday,abs_ret,0.012145748987854255
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-03,Monday,range_pct,0.02640380214750924
2024-05-30,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-03,Monday,realized_vol,0.021930021847417436
2024-05-31,Personal Income and Outlays,1.0,NVDA,0,2024-05-31,Friday,ret,-0.02444444444444449
2024-05-31,Personal Income and Outlays,1.0,NVDA,0,2024-05-31,Friday,abs_ret,0.02444444444444449
2024-05-31,Personal Income and Outlays,1.0,NVDA,0,2024-05-31,Friday,range_pct,0.051377777777777786
2024-05-31,Personal Income and Outlays,1.0,NVDA,0,2024-05-31,Friday,realized_vol,0.0306223662988235
2024-05-31,Personal Income and Outlays,1.0,NVDA,1,2024-06-03,Monday,ret,0.012145748987854255
2024-05-31,Personal Income and Outlays,1.0,NVDA,1,2024-06-03,Monday,abs_ret,0.012145748987854255
2024-05-31,Personal Income and Outlays,1.0,NVDA,1,2024-06-03,Monday,range_pct,0.02640380214750924
2024-05-31,Personal Income and Outlays,1.0,NVDA,1,2024-06-03,Monday,realized_vol,0.021930021847417436
2024-05-31,Personal Income and Outlays,1.0,NVDA,2,2024-06-04,Tuesday,ret,0.006395851339671577
2024-05-31,Personal Income and Outlays,1.0,NVDA,2,2024-06-04,Tuesday,abs_ret,0.006395851339671577
2024-05-31,Personal Income and Outlays,1.0,NVDA,2,2024-06-04,Tuesday,range_pct,0.022039757994814148
2024-05-31,Personal Income and Outlays,1.0,NVDA,2,2024-06-04,Tuesday,realized_vol,0.015250183493700322
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-06,Thursday,ret,-0.025070536074163652
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-06,Thursday,abs_ret,0.025070536074163652
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-06,Thursday,range_pct,0.05860540104796461
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-06,Thursday,realized_vol,0.04285157578838555
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-07,Friday,ret,0.009015777610818843
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-07,Friday,abs_ret,0.009015777610818843
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-07,Friday,range_pct,0.030636947992319905
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-07,Friday,realized_vol,0.02198605472041112
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-10,Monday,ret,0.010801828001661962
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-10,Monday,abs_ret,0.010801828001661962
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-10,Monday,range_pct,0.05060240963855413
2024-06-06,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-10,Monday,realized_vol,0.028429075233971587
2024-06-07,Employment Situation,1.0,NVDA,0,2024-06-07,Friday,ret,0.009015777610818843
2024-06-07,Employment Situation,1.0,NVDA,0,2024-06-07,Friday,abs_ret,0.009015777610818843
2024-06-07,Employment Situation,1.0,NVDA,0,2024-06-07,Friday,range_pct,0.030636947992319905
2024-06-07,Employment Situation,1.0,NVDA,0,2024-06-07,Friday,realized_vol,0.02198605472041112
2024-06-07,Employment Situation,1.0,NVDA,1,2024-06-10,Monday,ret,0.010801828001661962
2024-06-07,Employment Situation,1.0,NVDA,1,2024-06-10,Monday,abs_ret,0.010801828001661962
2024-06-07,Employment Situation,1.0,NVDA,1,2024-06-10,Monday,range_pct,0.05060240963855413
2024-06-07,Employment Situation,1.0,NVDA,1,2024-06-10,Monday,realized_vol,0.028429075233971587
2024-06-07,Employment Situation,1.0,NVDA,2,2024-06-11,Tuesday,ret,-0.0070624948673728705
2024-06-07,Employment Situation,1.0,NVDA,2,2024-06-11,Tuesday,abs_ret,0.0070624948673728705
2024-06-07,Employment Situation,1.0,NVDA,2,2024-06-11,Tuesday,range_pct,0.033916399770058385
2024-06-07,Employment Situation,1.0,NVDA,2,2024-06-11,Tuesday,realized_vol,0.023090781418870623
2024-06-12,Consumer Price Index,1.0,NVDA,0,2024-06-12,Wednesday,ret,0.017958719323907024
2024-06-12,Consumer Price Index,1.0,NVDA,0,2024-06-12,Wednesday,abs_ret,0.017958719323907024
2024-06-12,Consumer Price Index,1.0,NVDA,0,2024-06-12,Wednesday,range_pct,0.03502356574028931
2024-06-12,Consumer Price Index,1.0,NVDA,0,2024-06-12,Wednesday,realized_vol,0.023251117687581268
2024-06-12,Consumer Price Index,1.0,NVDA,1,2024-06-13,Thursday,ret,-0.00015457145065289613
2024-06-12,Consumer Price Index,1.0,NVDA,1,2024-06-13,Thursday,abs_ret,0.00015457145065289613
2024-06-12,Consumer Price Index,1.0,NVDA,1,2024-06-13,Thursday,range_pct,0.020403431486204614
2024-06-12,Consumer Price Index,1.0,NVDA,1,2024-06-13,Thursday,realized_vol,0.017963186351292747
2024-06-12,Consumer Price Index,1.0,NVDA,2,2024-06-14,Friday,ret,0.015543244075099993
2024-06-12,Consumer Price Index,1.0,NVDA,2,2024-06-14,Friday,abs_ret,0.015543244075099993
2024-06-12,Consumer Price Index,1.0,NVDA,2,2024-06-14,Friday,range_pct,0.03477993228685757
2024-06-12,Consumer Price Index,1.0,NVDA,2,2024-06-14,Friday,realized_vol,0.022136291790888666
2024-06-13,Producer Price Index,0.6,NVDA,0,2024-06-13,Thursday,ret,-0.00015457145065289613
2024-06-13,Producer Price Index,0.6,NVDA,0,2024-06-13,Thursday,abs_ret,0.00015457145065289613
2024-06-13,Producer Price Index,0.6,NVDA,0,2024-06-13,Thursday,range_pct,0.020403431486204614
2024-06-13,Producer Price Index,0.6,NVDA,0,2024-06-13,Thursday,realized_vol,0.017963186351292747
2024-06-13,Producer Price Index,0.6,NVDA,1,2024-06-14,Friday,ret,0.015543244075099993
2024-06-13,Producer Price Index,0.6,NVDA,1,2024-06-14,Friday,abs_ret,0.015543244075099993
2024-06-13,Producer Price Index,0.6,NVDA,1,2024-06-14,Friday,range_pct,0.03477993228685757
2024-06-13,Producer Price Index,0.6,NVDA,1,2024-06-14,Friday,realized_vol,0.022136291790888666
2024-06-13,Producer Price Index,0.6,NVDA,2,2024-06-17,Monday,ret,-0.013841871661776861
2024-06-13,Producer Price Index,0.6,NVDA,2,2024-06-17,Monday,abs_ret,0.013841871661776861
2024-06-13,Producer Price Index,0.6,NVDA,2,2024-06-17,Monday,range_pct,0.031219438802377018
2024-06-13,Producer Price Index,0.6,NVDA,2,2024-06-17,Monday,realized_vol,0.023809418204092585
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-13,Thursday,ret,-0.00015457145065289613
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-13,Thursday,abs_ret,0.00015457145065289613
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-13,Thursday,range_pct,0.020403431486204614
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-13,Thursday,realized_vol,0.017963186351292747
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-14,Friday,ret,0.015543244075099993
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-14,Friday,abs_ret,0.015543244075099993
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-14,Friday,range_pct,0.03477993228685757
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-14,Friday,realized_vol,0.022136291790888666
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-17,Monday,ret,-0.013841871661776861
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-17,Monday,abs_ret,0.013841871661776861
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-17,Monday,range_pct,0.031219438802377018
2024-06-13,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-17,Monday,realized_vol,0.023809418204092585
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-20,Thursday,ret,-0.06494992846924186
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-20,Thursday,abs_ret,0.06494992846924186
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-20,Thursday,range_pct,0.08040057224606566
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-20,Thursday,realized_vol,0.040700785913809795
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-21,Friday,ret,-0.00039336008181889426
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-21,Friday,abs_ret,0.00039336008181889426
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-21,Friday,range_pct,0.04979938635827235
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-21,Friday,realized_vol,0.033777290303308755
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-24,Monday,ret,-0.042031807854592595
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-24,Monday,abs_ret,0.042031807854592595
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-24,Monday,range_pct,0.052093476144108954
2024-06-20,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-06-24,Monday,realized_vol,0.04199875465619463
2024-06-27,Gross Domestic Product,0.6,NVDA,0,2024-06-27,Thursday,ret,-0.0008461600451286078
2024-06-27,Gross Domestic Product,0.6,NVDA,0,2024-06-27,Thursday,abs_ret,0.0008461600451286078
2024-06-27,Gross Domestic Product,0.6,NVDA,0,2024-06-27,Thursday,range_pct,0.028124748166653193
2024-06-27,Gross Domestic Product,0.6,NVDA,0,2024-06-27,Thursday,realized_vol,0.023398705658530732
2024-06-27,Gross Domestic Product,0.6,NVDA,1,2024-06-28,Friday,ret,-0.009312033394878405
2024-06-27,Gross Domestic Product,0.6,NVDA,1,2024-06-28,Friday,abs_ret,0.009312033394878405
2024-06-27,Gross Domestic Product,0.6,NVDA,1,2024-06-28,Friday,range_pct,0.03981697037810062
2024-06-27,Gross Domestic Product,0.6,NVDA,1,2024-06-28,Friday,realized_vol,0.027688869277337984
2024-06-27,Gross Domestic Product,0.6,NVDA,2,2024-07-01,Monday,ret,0.005506072874494006
2024-06-27,Gross Domestic Product,0.6,NVDA,2,2024-07-01,Monday,abs_ret,0.005506072874494006
2024-06-27,Gross Domestic Product,0.6,NVDA,2,2024-07-01,Monday,range_pct,0.048663967611336074
2024-06-27,Gross Domestic Product,0.6,NVDA,2,2024-07-01,Monday,realized_vol,0.032995255851607515
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-27,Thursday,ret,-0.0008461600451286078
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-27,Thursday,abs_ret,0.0008461600451286078
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-27,Thursday,range_pct,0.028124748166653193
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-06-27,Thursday,realized_vol,0.023398705658530732
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-28,Friday,ret,-0.009312033394878405
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-28,Friday,abs_ret,0.009312033394878405
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-28,Friday,range_pct,0.03981697037810062
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-06-28,Friday,realized_vol,0.027688869277337984
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-01,Monday,ret,0.005506072874494006
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-01,Monday,abs_ret,0.005506072874494006
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-01,Monday,range_pct,0.048663967611336074
2024-06-27,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-01,Monday,realized_vol,0.032995255851607515
2024-06-28,Personal Income and Outlays,1.0,NVDA,0,2024-06-28,Friday,ret,-0.009312033394878405
2024-06-28,Personal Income and Outlays,1.0,NVDA,0,2024-06-28,Friday,abs_ret,0.009312033394878405
2024-06-28,Personal Income and Outlays,1.0,NVDA,0,2024-06-28,Friday,range_pct,0.03981697037810062
2024-06-28,Personal Income and Outlays,1.0,NVDA,0,2024-06-28,Friday,realized_vol,0.027688869277337984
2024-06-28,Personal Income and Outlays,1.0,NVDA,1,2024-07-01,Monday,ret,0.005506072874494006
2024-06-28,Personal Income and Outlays,1.0,NVDA,1,2024-07-01,Monday,abs_ret,0.005506072874494006
2024-06-28,Personal Income and Outlays,1.0,NVDA,1,2024-07-01,Monday,range_pct,0.048663967611336074
2024-06-28,Personal Income and Outlays,1.0,NVDA,1,2024-07-01,Monday,realized_vol,0.032995255851607515
2024-06-28,Personal Income and Outlays,1.0,NVDA,2,2024-07-02,Tuesday,ret,0.012798282553050822
2024-06-28,Personal Income and Outlays,1.0,NVDA,2,2024-07-02,Tuesday,abs_ret,0.012798282553050822
2024-06-28,Personal Income and Outlays,1.0,NVDA,2,2024-07-02,Tuesday,range_pct,0.019651556436297544
2024-06-28,Personal Income and Outlays,1.0,NVDA,2,2024-07-02,Tuesday,realized_vol,0.01866212783816109
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-03,Wednesday,ret,0.04726286371855992
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-03,Wednesday,abs_ret,0.04726286371855992
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-03,Wednesday,range_pct,0.06024987670557289
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-03,Wednesday,realized_vol,0.022629836463113458
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-05,Friday,ret,-0.011704634721131146
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-05,Friday,abs_ret,0.011704634721131146
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-05,Friday,range_pct,0.02490180675569511
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-05,Friday,realized_vol,0.01813741924692652
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-08,Monday,ret,0.00549062671582079
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-08,Monday,abs_ret,0.00549062671582079
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-08,Monday,range_pct,0.029257196642873982
2024-07-03,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-08,Monday,realized_vol,0.021186355325741653
2024-07-05,Employment Situation,1.0,NVDA,0,2024-07-05,Friday,ret,-0.011704634721131146
2024-07-05,Employment Situation,1.0,NVDA,0,2024-07-05,Friday,abs_ret,0.011704634721131146
2024-07-05,Employment Situation,1.0,NVDA,0,2024-07-05,Friday,range_pct,0.02490180675569511
2024-07-05,Employment Situation,1.0,NVDA,0,2024-07-05,Friday,realized_vol,0.01813741924692652
2024-07-05,Employment Situation,1.0,NVDA,1,2024-07-08,Monday,ret,0.00549062671582079
2024-07-05,Employment Situation,1.0,NVDA,1,2024-07-08,Monday,abs_ret,0.00549062671582079
2024-07-05,Employment Situation,1.0,NVDA,1,2024-07-08,Monday,range_pct,0.029257196642873982
2024-07-05,Employment Situation,1.0,NVDA,1,2024-07-08,Monday,realized_vol,0.021186355325741653
2024-07-05,Employment Situation,1.0,NVDA,2,2024-07-09,Tuesday,ret,0.008054617980975731
2024-07-05,Employment Situation,1.0,NVDA,2,2024-07-09,Tuesday,abs_ret,0.008054617980975731
2024-07-05,Employment Situation,1.0,NVDA,2,2024-07-09,Tuesday,range_pct,0.03965940472537578
2024-07-05,Employment Situation,1.0,NVDA,2,2024-07-09,Tuesday,realized_vol,0.023628450439628027
2024-07-11,Consumer Price Index,1.0,NVDA,0,2024-07-11,Thursday,ret,-0.06148295412708937
2024-07-11,Consumer Price Index,1.0,NVDA,0,2024-07-11,Thursday,abs_ret,0.06148295412708937
2024-07-11,Consumer Price Index,1.0,NVDA,0,2024-07-11,Thursday,range_pct,0.06700537515646866
2024-07-11,Consumer Price Index,1.0,NVDA,0,2024-07-11,Thursday,realized_vol,0.03470549208846878
2024-07-11,Consumer Price Index,1.0,NVDA,1,2024-07-12,Friday,ret,0.007016449676463532
2024-07-11,Consumer Price Index,1.0,NVDA,1,2024-07-12,Friday,abs_ret,0.007016449676463532
2024-07-11,Consumer Price Index,1.0,NVDA,1,2024-07-12,Friday,range_pct,0.036641459421532616
2024-07-11,Consumer Price Index,1.0,NVDA,1,2024-07-12,Friday,realized_vol,0.025474260455100265
2024-07-11,Consumer Price Index,1.0,NVDA,2,2024-07-15,Monday,ret,-0.016842749961721193
2024-07-11,Consumer Price Index,1.0,NVDA,2,2024-07-15,Monday,abs_ret,0.016842749961721193
2024-07-11,Consumer Price Index,1.0,NVDA,2,2024-07-15,Monday,range_pct,0.03223089879038416
2024-07-11,Consumer Price Index,1.0,NVDA,2,2024-07-15,Monday,realized_vol,0.022779619830561336
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-11,Thursday,ret,-0.06148295412708937
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-11,Thursday,abs_ret,0.06148295412708937
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-11,Thursday,range_pct,0.06700537515646866
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-11,Thursday,realized_vol,0.03470549208846878
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-12,Friday,ret,0.007016449676463532
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-12,Friday,abs_ret,0.007016449676463532
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-12,Friday,range_pct,0.036641459421532616
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,1,2024-07-12,Friday,realized_vol,0.025474260455100265
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-15,Monday,ret,-0.016842749961721193
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-15,Monday,abs_ret,0.016842749961721193
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-15,Monday,range_pct,0.03223089879038416
2024-07-11,Unemployment Insurance Weekly Claims Report,0.3,NVDA,2,2024-07-15,Monday,realized_vol,0.022779619830561336
2024-07-12,Producer Price Index,0.6,NVDA,0,2024-07-12,Friday,ret,0.007016449676463532
2024-07-12,Producer Price Index,0.6,NVDA,0,2024-07-12,Friday,abs_ret,0.007016449676463532
2024-07-12,Producer Price Index,0.6,NVDA,0,2024-07-12,Friday,range_pct,0.036641459421532616
2024-07-12,Producer Price Index,0.6,NVDA,0,2024-07-12,Friday,realized_vol,0.025474260455100265
2024-07-12,Producer Price Index,0.6,NVDA,1,2024-07-15,Monday,ret,-0.016842749961721193
2024-07-12,Producer Price Index,0.6,NVDA,1,2024-07-15,Monday,abs_ret,0.016842749961721193
2024-07-12,Producer Price Index,0.6,NVDA,1,2024-07-15,Monday,range_pct,0.03223089879038416
2024-07-12,Producer Price Index,0.6,NVDA,1,2024-07-15,Monday,realized_vol,0.022779619830561336
2024-07-12,Producer Price Index,0.6,NVDA,2,2024-07-16,Tuesday,ret,-0.016544690127686112
2024-07-12,Producer Price Index,0.6,NVDA,2,2024-07-16,Tuesday,abs_ret,0.016544690127686112
2024-07-12,Producer Price Index,0.6,NVDA,2,2024-07-16,Tuesday,range_pct,0.034724384926814025
2024-07-12,Producer Price Index,0.6,NVDA,2,2024-07-16,Tuesday,realized_vol,0.025827737703257102
2024-07-18,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-18,Thursday,ret,-0.006399212404627153
2024-07-18,Unemployment Insurance Weekly Claims Report,0.3,NVDA,0,2024-07-18,Thursday,abs_ret,0.006399212404627153
